input,output,complexity,model,strategy,image_detail,duration_ms,sfc_bytes,sfc_lines,ast_depth_approx,parse_ok,input_tokens,cached_tokens,cache_discount,output_tokens,context_tokens,context_components,stop_reason,cost_usd,error
medium-8,8-c1-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c1,auto,6835.0677,1341,45,17,True,1194,0,,600,0,0,stop,0.008388,
medium-9,9-c1-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c1,auto,5768.8878,1234,41,16,True,1194,0,,518,0,0,stop,0.007568,
simple-1,1-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,5185.8971,468,21,3,True,1024,0,,189,0,0,stop,0.003938,
simple-10,10-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,7572.6452,1919,60,14,True,1115,0,,779,0,0,stop,0.01002,
simple-2,2-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,4086.6706,316,12,5,True,1014,0,,145,0,0,stop,0.003478,
simple-3,3-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,5183.5907,588,21,6,True,1046,0,,249,0,0,stop,0.004582,
simple-4,4-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,5186.4183,702,27,5,True,1009,0,,292,0,0,stop,0.004938,
simple-5,5-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,5628.6168,894,38,5,True,1073,0,,386,0,0,stop,0.006006,
simple-6,6-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,5261.714,379,14,4,True,1030,0,,165,0,0,stop,0.00371,
simple-7,7-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,4405.602,318,12,3,True,1174,0,,148,0,0,stop,0.003828,
simple-8,8-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,6331.857,653,22,6,True,1022,0,,273,0,0,stop,0.004774,
simple-9,9-c1-claude-sonnet-5-zero-shot.vue,simple,claude-sonnet-5,c1,auto,5494.3511,1063,37,12,True,1029,0,,439,0,0,stop,0.006448,
hard-1,1-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,11069.0463,1691,49,11,True,73468,0,,684,46713,5,stop,0.1900955,
hard-10,10-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,14007.8745,3537,101,32,True,59569,0,,1440,39206,3,stop,0.1630525,
hard-2,2-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,7079.9499,1505,40,12,True,31487,0,,612,20668,1,stop,0.084661,
hard-3,3-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,8994.4396,1856,72,13,True,79039,0,,757,51397,5,stop,0.204921,
hard-4,4-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,10050.8492,2305,72,12,True,59410,59029,,952,39206,3,stop,0.0220878,
hard-5,5-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,13468.3299,3900,103,30,True,51530,0,,1533,31603,3,stop,0.1437405,
hard-6,6-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,4936.6426,556,27,3,True,28167,0,,248,17949,2,stop,0.072825,
hard-7,7-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,9627.0633,2460,80,13,True,41503,0,,1010,25693,5,stop,0.113535,
hard-8,8-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,10984.134,2664,64,29,True,37390,0,,1105,23361,3,stop,0.1043325,
hard-9,9-c2-claude-sonnet-5-zero-shot.vue,hard,claude-sonnet-5,c2,auto,11182.6987,2683,76,21,True,91205,0,,1060,57675,8,stop,0.238198,
medium-1,1-c2-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c2,auto,9730.2411,2130,63,19,True,54654,0,,780,35276,5,stop,0.1442125,
medium-10,10-c2-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c2,auto,5933.6243,987,30,12,True,27199,0,,402,17281,3,stop,0.071895,
medium-2,2-c2-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c2,auto,9337.1463,2405,70,26,True,13202,0,,964,7257,1,stop,0.0424425,
medium-3,3-c2-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c2,auto,7141.412,1672,41,12,True,13631,0,,693,8094,1,stop,0.040865,
medium-4,4-c2-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c2,auto,10990.8798,1345,52,8,True,29698,0,,600,18910,3,stop,0.0801595,
medium-5,5-c2-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c2,auto,8677.9008,1609,51,13,True,49670,0,,604,31756,5,stop,0.1300325,
medium-6,6-c2-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c2,auto,9326.8301,2685,59,22,True,19775,0,,1082,11426,3,stop,0.060055,
medium-7,7-c2-claude-sonnet-5-zero-shot.vue,medium,claude-sonnet-5,c2,auto,7694.8879,1645,48,20,True,35219,0,,626,22490,4,stop,0.0942245,
medium-8,,medium,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 62374. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 62374. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,claude-sonnet-5,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 56368. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-6,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-7,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-8,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-9,,hard,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-1,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-10,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-2,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-3,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-4,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-5,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-6,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-7,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,claude-sonnet-5,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 46946. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-6,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-7,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-8,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-9,,hard,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-1,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
